# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0      0      0      0      0      0      0 
    0     77     53      0      0      0      0 
    0     92     54      0      0      0      0 
    0     88     51      0      0      0      0 
    0     85     51      0      0      0      0 
    0     80     52      0      0      0      0 
    0     84     51      0      0      0      0 
    0     91     62      0      0      0      0 
    0     71     41      0      0      0      0 
    0     76     44      0      0      0      0 
    0     83     52      0      0      0      0 
    0     82     49      0      0      0      0 
    0     87     60      0      0      0      0 
    0     84     50      0      0      0      0 
    0     92     58      0      0      0      0 
    0     90     58      0      0      0      0 
    0     80     46      0      0      0      0 
    0     92     60      0      0      0      0 
    0     77     47      0      0      0      0 
    0     89     54      0      0      0      0 
    0     80     48      0      0      0      0 
    0     91     53      0      0      0      0 
    0     92     60      0      0      0      0 
    0     79     45      0      0      0      0 
    0     86     52      0      0      0      0 
    0     74     43      0      0      0      0 
    0     92     64      0      0      0      0 
    0     85     56      0      0      0      0 
    0     93     58      0      0      0      0 
    0     80     52      0      0      0      0 
    0     93     63      0      0      0      0 
    0     91     52      0      0      0      0 
    0     90     60      0      0      0      0 
    0     91     68      0      0      0      0 
    0     91     65      0      0      0      0 
    0     90     52      0      0      0      0 
    0     81     49      0      0      0      0 
    0     88     51      0      0      0      0 
    0     86     50      0      0      0      0 
    0     92     62      0      0      0      0 
    0     89     56      0      0      0      0 
    0     83     49      0      0      0      0 
    0     91     57      0      0      0      0 
    0     80     46      0      0      0      0 
# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0     84     51      0      0      0      0 
    0     86     50      0      0      0      0 
    0     87     56      0      0      0      0 
    0     73     43      0      0      0      0 
    0     74     45      0      0      0      0 
    0     64     38      0      0      0      0 
    0     62     37      0      0      0      0 
    0     75     53      0      0      0      0 
    0     59     42      0      0      0      0 
