# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0      0      0      0      0      0      0 
    0     90     64      0      0      0      0 
    0     93     65      0      0      0      0 
    0     89     52      0      0      0      0 
    0     91     61      0      0      0      0 
    0     92     58      0      0      0      0 
    0     90     55      0      0      0      0 
    0     92     57      0      0      0      0 
    0     91     53      0      0      0      0 
    0     90     52      0      0      0      0 
    0     91     53      0      0      0      0 
    0     92     61      0      0      0      0 
    0     93     61      0      0      0      0 
    0     92     58      0      0      0      0 
    0     94     67      0      0      0      0 
    0     93     61      0      0      0      0 
    0     90     52      0      0      0      0 
    0     93     62      0      0      0      0 
    0     93     60      0      0      0      0 
    0     90     58      0      0      0      0 
    0     94     68      0      0      0      0 
    0     93     56      0      0      0      0 
    0     92     53      0      0      0      0 
    0     90     54      0      0      0      0 
    0     93     69      0      0      0      0 
    0     92     67      0      0      0      0 
    0     92     53      0      0      0      0 
    0     91     55      0      0      0      0 
    0     92     65      0      0      0      0 
    0     92     58      0      0      0      0 
    0     90     65      0      0      0      0 
    0     91     55      0      0      0      0 
    0     91     55      0      0      0      0 
    0     92     55      0      0      0      0 
    0     93     69      0      0      0      0 
    0     92     56      0      0      0      0 
    0     92     60      0      0      0      0 
    0     91     57      0      0      0      0 
    0     92     57      0      0      0      0 
    0     92     60      0      0      0      0 
    0     91     61      0      0      0      0 
    0     92     56      0      0      0      0 
    0     89     60      0      0      0      0 
    0     88     56      0      0      0      0 
# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0     93     58      0      0      0      0 
    0     93     58      0      0      0      0 
    0     92     57      0      0      0      0 
    0     92     53      0      0      0      0 
    0     79     46      0      0      0      0 
    0     86     61      0      0      0      0 
    0     74     46      0      0      0      0 
    0     62     39      0      0      0      0 
    0     63     42      0      0      0      0 
