# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0      0      0      0      0      0      0 
    0     83     58      0      0      0      0 
    0     89     61      0      0      0      0 
    0     92     57      0      0      0      0 
    0     92     53      0      0      0      0 
    0     92     53      0      0      0      0 
    0     93     59      0      0      0      0 
    0     89     52      0      0      0      0 
    0     92     61      0      0      0      0 
    0     91     53      0      0      0      0 
    0     92     63      0      0      0      0 
    0     91     53      0      0      0      0 
    0     91     56      0      0      0      0 
    0     92     53      0      0      0      0 
    0     94     66      0      0      0      0 
    0     93     72      0      0      0      0 
    0     93     58      0      0      0      0 
    0     93     61      0      0      0      0 
    0     92     55      0      0      0      0 
    0     92     62      0      0      0      0 
    0     92     58      0      0      0      0 
    0     93     60      0      0      0      0 
    0     93     57      0      0      0      0 
    0     93     53      0      0      0      0 
    0     93     56      0      0      0      0 
    0     93     59      0      0      0      0 
    0     90     58      0      0      0      0 
    0     92     56      0      0      0      0 
    0     91     55      0      0      0      0 
    0     92     55      0      0      0      0 
    0     92     67      0      0      0      0 
    0     90     52      0      0      0      0 
    0     92     59      0      0      0      0 
    0     94     53      0      0      0      0 
    0     92     52      0      0      0      0 
    0     91     57      0      0      0      0 
    0     94     73      0      0      0      0 
    0     94     68      0      0      0      0 
    0     91     59      0      0      0      0 
    0     91     52      0      0      0      0 
    0     91     52      0      0      0      0 
    0     93     53      0      0      0      0 
    0     92     58      0      0      0      0 
    0     92     55      0      0      0      0 
# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0     93     59      0      0      0      0 
    0     93     58      0      0      0      0 
    0     92     53      0      0      0      0 
    0     91     57      0      0      0      0 
    0     94     58      0      0      0      0 
    0     94     54      0      0      0      0 
    0     93     57      0      0      0      0 
    0     94     72      0      0      0      0 
    0     72     45      0      0      0      0 
