# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0      0      0      0      0      0      0 
    0     80     56      0      0      0      0 
    0     91     63      0      0      0      0 
    0     90     53      0      0      0      0 
    0     91     58      0      0      0      0 
    0     92     54      0      0      0      0 
    0     94     61      0      0      0      0 
    0     91     62      0      0      0      0 
    0     91     53      0      0      0      0 
    0     89     52      0      0      0      0 
    0     92     54      0      0      0      0 
    0     92     58      0      0      0      0 
    0     91     61      0      0      0      0 
    0     93     63      0      0      0      0 
    0     93     65      0      0      0      0 
    0     92     59      0      0      0      0 
    0     91     53      0      0      0      0 
    0     92     62      0      0      0      0 
    0     92     57      0      0      0      0 
    0     91     59      0      0      0      0 
    0     92     58      0      0      0      0 
    0     93     60      0      0      0      0 
    0     92     61      0      0      0      0 
    0     93     54      0      0      0      0 
    0     91     57      0      0      0      0 
    0     93     57      0      0      0      0 
    0     90     52      0      0      0      0 
    0     92     59      0      0      0      0 
    0     92     59      0      0      0      0 
    0     93     64      0      0      0      0 
    0     94     62      0      0      0      0 
    0     92     53      0      0      0      0 
    0     92     56      0      0      0      0 
    0     93     59      0      0      0      0 
    0     90     55      0      0      0      0 
    0     93     53      0      0      0      0 
    0     93     66      0      0      0      0 
    0     91     53      0      0      0      0 
    0     92     56      0      0      0      0 
    0     92     63      0      0      0      0 
    0     93     58      0      0      0      0 
    0     92     61      0      0      0      0 
    0     92     56      0      0      0      0 
    0     92     53      0      0      0      0 
# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0     91     53      0      0      0      0 
    0     92     53      0      0      0      0 
    0     93     59      0      0      0      0 
    0     76     47      0      0      0      0 
    0     76     45      0      0      0      0 
    0     65     40      0      0      0      0 
    0     60     35      0      0      0      0 
    0     76     54      0      0      0      0 
    0     52     34      0      0      0      0 
