# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0      0      0      0      0      0      0 
    0     88     63      0      0      0      0 
    0     93     64      0      0      0      0 
    0     90     52      0      0      0      0 
    0     89     56      0      0      0      0 
    0     92     52      0      0      0      0 
    0     91     55      0      0      0      0 
    0     91     56      0      0      0      0 
    0     92     54      0      0      0      0 
    0     91     53      0      0      0      0 
    0     90     52      0      0      0      0 
    0     93     62      0      0      0      0 
    0     92     60      0      0      0      0 
    0     92     57      0      0      0      0 
    0     90     55      0      0      0      0 
    0     92     62      0      0      0      0 
    0     92     57      0      0      0      0 
    0     92     60      0      0      0      0 
    0     94     59      0      0      0      0 
    0     91     55      0      0      0      0 
    0     90     57      0      0      0      0 
    0     90     52      0      0      0      0 
    0     91     52      0      0      0      0 
    0     91     56      0      0      0      0 
    0     94     65      0      0      0      0 
    0     93     64      0      0      0      0 
    0     91     52      0      0      0      0 
    0     93     53      0      0      0      0 
    0     94     71      0      0      0      0 
    0     91     58      0      0      0      0 
    0     91     64      0      0      0      0 
    0     91     59      0      0      0      0 
    0     90     55      0      0      0      0 
    0     92     53      0      0      0      0 
    0     93     63      0      0      0      0 
    0     92     56      0      0      0      0 
    0     93     55      0      0      0      0 
    0     93     64      0      0      0      0 
    0     93     59      0      0      0      0 
    0     93     66      0      0      0      0 
    0     93     61      0      0      0      0 
    0     94     62      0      0      0      0 
    0     92     61      0      0      0      0 
    0     92     57      0      0      0      0 
# gpu     sm    mem    enc    dec    jpg    ofa 
# Idx      %      %      %      %      %      % 
    0     93     56      0      0      0      0 
    0     92     53      0      0      0      0 
    0     92     53      0      0      0      0 
    0     92     57      0      0      0      0 
    0     78     47      0      0      0      0 
    0     75     48      0      0      0      0 
    0     60     35      0      0      0      0 
    0     60     38      0      0      0      0 
    0     46     32      0      0      0      0 
