utt,sample_id,token_match,event_match,steady_token_match,final_token_len,event_len
477,e3f927ae-253b-e18e-d6cf-380577ec4a8d,True,True,True,87,42
478,30cf2d1a-c1f3-42c1-77b9-4344487da755,True,True,True,71,33
479,f3464b75-0053-d2bf-91b1-a5c58f00221d,True,True,True,7,6
480,81575490-f4b4-1c2e-76bc-aea4be2cea8d,True,True,True,84,45
481,cb019196-5aa2-654b-1134-170c40b56bb6,True,True,True,66,31
482,efb3d7f7-2937-efca-f321-b382faed74d4,True,True,True,76,45
483,95ef2dc3-7b3b-f502-e5ce-cd133e04bcc5,True,True,True,28,12
484,d88f0953-a7f2-d2ef-399e-8ca67248e46d,True,True,True,83,43
485,ef8c9a8c-85b6-a290-624e-4b19fbdf7395,True,True,True,4,2
486,932b4dae-cf5a-b47d-5394-9a5e754b2a43,True,True,True,29,17
487,85dcdea7-2a47-0011-185c-43bd23a73b10,True,True,True,19,13
488,8b5aae13-99a7-0c39-0291-cf8a58d8255b,True,True,True,56,32
489,731aa08c-0796-0b01-8494-485bae846a38,True,True,True,11,5
490,ba36ba39-f12a-c40f-7c27-c1b33c734636,True,True,True,62,28
491,a0f1a32c-9533-b52f-c0ad-d9e129105e18,True,True,True,75,40
492,a527441e-14d4-a44d-1c60-7e0352e7624b,True,True,True,65,37
493,33100d00-9829-463e-b7c5-81089b4ff1df,True,True,True,61,33
494,229c965a-516c-8e12-5d47-387caf1a6ea6,True,True,True,59,35
495,46656e19-2f59-8aed-ac81-d4eda61df945,True,True,True,22,12
496,b453ff2e-92dc-ffc4-f963-e4f51fe2a3dd,True,True,True,62,32
497,c6f0217f-81aa-f6c3-eb60-5dcd1273d1eb,True,True,True,72,43
498,365c44fd-6111-5575-5c32-2aafbda57a5a,True,True,True,68,37
499,4afd196e-e225-598d-1c4a-fdbca749cdc4,True,True,True,68,34
500,a2e3194d-108a-dd85-09aa-2b58c20095b7,True,True,True,61,33
501,80812f1f-ffc4-e885-5754-6df1bf048408,True,True,True,70,39
502,23e4acd4-8df5-2f02-9fbe-85cdfcc0156f,True,True,True,20,13
503,c6a12dfb-07eb-5928-0789-f69a867affd4,True,True,True,12,7
504,1367b18d-5a44-945e-b4f6-1f4e818fc1bb,True,True,True,18,12
505,8b8005cb-5012-fe0a-02af-3b8c7598f86a,True,True,True,13,8
506,ee6f29ac-14a2-d82c-c416-07e81b26f8d0,True,True,True,66,41
507,4035646a-b639-1521-9fc9-ec79c1c9f46e,True,True,True,63,32
508,7b4db42d-88c6-2240-f137-655052d6625a,True,True,True,76,38
509,23ae4f41-f285-75a9-ccb9-4e7d0ef5985e,True,True,True,16,7
510,7a74d616-b1f4-f299-0ff1-573a9e3a54de,True,True,True,61,33
511,3ee91156-5c34-0105-f8fd-50cdf5485cea,True,True,True,61,43
512,83ad371e-44e0-de00-cecd-2ffd5184822c,True,True,True,62,33
513,06b1a3ac-54e7-bcc5-8482-18908573eede,True,True,True,67,37
514,30ac5a74-348f-19e3-8f9a-b5b87141a919,True,True,True,2,1
515,4040841f-bce4-2cac-a03c-e496e95f8c58,True,True,True,65,39
516,54a6e03d-81a0-0e1e-f5fd-954e9425eacb,True,True,True,22,14
517,6e732a14-a5ca-ce82-7df3-f2fb83cf6c49,True,True,True,66,35
518,8bddefff-7f89-ce1e-4d74-b8b442cba2fc,True,True,True,63,35
519,fd8ee45c-2c75-f9a1-5443-6faf06a93aef,True,True,True,78,42
520,9507c4b2-d195-2902-5fe4-2c661aee6c3a,True,True,True,25,12
521,5bc76555-afbf-1d91-b62c-5dd536f79936,True,True,True,24,11
522,4ffe1588-5dad-c39f-8dd8-2cd1ba9f84c2,True,True,True,26,14
523,74985d1b-b646-637b-c2e9-32aafa7faa4a,True,True,True,11,7
524,84f231a9-14b1-4a8a-db6e-b3ef6d0f04b8,True,True,True,29,18
525,9a6a5032-373b-4ae3-438e-62b5af54f0e6,True,True,True,18,11
526,7aee4909-35f8-942c-6c46-2d15231f61df,True,True,True,64,36
527,4e77f301-0620-e034-8e3f-f13bbf2c46b9,True,True,True,21,11
528,237b9018-c6e8-698e-5b55-951cb94aeeb3,True,True,True,65,36
529,65d89314-e857-1579-27e7-a5c15d9b009b,True,True,True,62,31
530,def74bf7-c2bd-4433-6a64-aed420ead318,True,True,True,71,39
531,fc0adfc5-df99-7f75-a42f-3353edccf2fc,True,True,True,81,45
532,9fdf80dc-7fb7-78fa-cf2b-76b44740e602,True,True,True,73,33
533,3becb030-5147-90f4-c5f6-e507b423a759,True,True,True,8,6
534,257b643d-c911-a484-c787-1ef8207f36c2,True,True,True,15,7
535,45908b00-1728-3f5b-9081-1ef9609cc976,True,True,True,28,16
536,8b279051-2729-bca5-2caf-d864e2f16e60,True,True,True,37,23
537,e9fba08d-08eb-e670-2f68-2a36083e0e5e,True,True,True,65,35
538,e9fcb2de-43d4-5440-e050-13e9013864b8,True,True,True,6,4
539,715403d3-071a-3313-1520-5fd73a92b98c,True,True,True,61,30
540,1d1b8787-f156-3be6-d1b1-40d1f2663783,True,True,True,57,32
541,78bdf683-0fa3-46d6-462e-b6a8dc0314d9,True,True,True,54,32
542,4cca9988-74fc-0b32-99cd-b8a344d92fd4,True,True,True,74,45
543,4a121edc-697d-bf90-d5f2-eccea557f43c,True,True,True,13,8
544,96884fad-c8fa-8ba3-8cd5-d009621f9493,True,True,True,60,33
545,1fbdf740-3d74-039c-8b01-83084a5d310f,True,True,True,18,10
546,8d65a6fb-4ee3-a008-4790-0537c1facf09,True,True,True,10,7
547,7abb01d2-9c19-2665-c6d4-e8a6af0482ad,True,True,True,70,37
548,0a61a2ca-99c5-d363-a37d-c685a2e6b22c,True,True,True,17,8
549,75f64413-5fdd-1428-1ffe-98e2f27c8bdc,True,True,True,62,36
550,0be049e3-f479-3919-e8d2-d2fbd209d54d,True,True,True,58,34
551,564af4cc-d899-fe18-ac34-c5b707442c1a,True,True,True,65,32
552,7b170b20-b694-3b8b-19c3-32bf54c231f4,True,True,True,27,14
553,710292de-1eef-ef16-654b-6defa6c4991f,True,True,True,78,40
554,8f3cd290-7053-7998-00a9-edc09c2c72a0,True,True,True,64,33
555,fd606b3a-e18e-a01a-5329-64cec54575a3,True,True,True,65,36
556,64e4c00e-adcd-a470-4bd0-c906da302217,True,True,True,14,9
557,d32370ca-d45d-50ec-2797-2ee77a6fd521,True,True,True,29,12
558,2f83e4cc-0d98-de3f-3ed9-1b8753d66a69,True,True,True,61,37
559,8f5ed6f3-28dd-ed40-5a81-fb15a4fe92fb,True,True,True,66,32
560,717e4885-20a2-1de0-ec47-780d906e6244,True,True,True,36,21
561,4bf0543a-d151-d338-8afa-3020eddbc191,True,True,True,29,15
562,b2728f0d-69f1-87a3-efed-7a4214dd9697,True,True,True,61,32
563,07a50cd8-52ca-c4f7-d48c-2dd4bff5b2ee,True,True,True,70,38
564,a714ed23-7324-667f-7be0-dcabd8cb273a,True,True,True,81,40
565,61dd0c7f-3554-fabe-fdaa-bbc6ff9651cf,True,True,True,79,43
566,379011c3-b16b-d979-c24b-77744ceb3042,True,True,True,74,41
567,dc12cce0-e4ae-2d80-2382-6f342198fdc5,True,True,True,18,11
568,b312a677-2168-125e-46d4-c6463696baef,True,True,True,62,32
569,cd5eccca-7712-d334-a51e-1c2201143b20,True,True,True,49,28
570,d605e150-02aa-9f8d-34df-a11f1f474d25,True,True,True,17,9
571,a1c6199d-00e4-abb2-1836-5c0d239f5cab,True,True,True,65,33
572,5054b614-58eb-54fc-8ac2-0f03677f92eb,True,True,True,67,38
573,cb867e37-db90-eafd-f725-1857653b5dcc,True,True,True,16,8
574,02d2550c-f2af-dd6a-1f65-024fcbb2cd71,True,True,True,14,8
575,d68d45e1-f8f9-89eb-74fd-c3ce834d46e9,True,True,True,65,37
576,8325ec53-67ff-3855-dbe6-7f2b61ed2fa8,True,True,True,65,34
577,d7efa2f2-9b31-135c-b397-2a846b8c39fa,True,True,True,68,37
578,88ce79b4-85ac-cc8a-693f-d2fffd7db635,True,True,True,6,5
579,442e5acf-818e-9d90-1746-1a12b73f0bc5,True,True,True,28,12
580,ec38fd5d-8b75-9d80-3ff0-2275d360988c,True,True,True,29,14
581,e041e7fc-2b23-1eb5-7ae4-1ac978816dd2,True,True,True,48,27
582,c599497b-ffea-8984-fb9a-048ef073933e,True,True,True,18,10
583,b2849f10-5d82-1f78-97a2-08972fc10304,True,True,True,64,30
584,b2ef4c65-5620-75f7-286c-96d323135960,True,True,True,61,36
585,ab3a98fa-d70c-db5d-e6eb-c8ec2c032db5,True,True,True,49,32
586,2b10f3d2-93ce-faf0-149c-bf4e238190fd,True,True,True,62,29
587,c83fa999-7cf5-2f19-95e6-546067c931bc,True,True,True,20,9
588,b80cf2ad-3621-4d17-5e72-a5317b22ac51,True,True,True,57,32
589,da27d24b-7e73-dac5-01bf-d56e652f5073,True,True,True,80,39
590,0719306a-234f-e756-8b6f-c58bc7b14f36,True,True,True,9,6
591,008facbf-8c77-26d2-d491-bebbc1134c9f,True,True,True,62,32
592,0b15fe81-bcd9-a044-710a-9ed2e8a4b9c4,True,True,True,94,57
593,11c7f206-24e5-d25f-b2ec-b5965df7b8f1,True,True,True,62,39
594,2c2457ff-dc86-fbba-9442-247a2a772816,True,True,True,17,11
595,ca45c367-e85c-fd3c-b5e3-90269110718d,True,True,True,62,31
596,fdb64c70-5633-a1e6-1dd9-6ec5fa32c97f,True,True,True,74,35
597,e6c80805-b10f-499a-9ae6-4ac91dee0580,True,True,True,31,15
598,6e517959-81f4-88aa-fb68-08df5b8b89b5,True,True,True,15,8
599,72f74230-31a2-4353-0427-8e9987417fed,True,True,True,68,34
600,933ccc2d-a150-f231-98b0-e4b889b8a4e4,True,True,True,65,34
601,e3b7d194-3b35-6fd8-9749-2b547793ad1f,True,True,True,72,43
602,ee3924cc-b1aa-be65-6f3e-b5ed89879f78,True,True,True,60,31
603,8d1d7ad9-f473-8b37-a34d-2dde4a0c0880,True,True,True,57,31
604,5b48086d-b9bd-35d7-eaba-6221fcf86c5b,True,True,True,69,38
605,35a1a3b6-a8bd-b332-7e8b-2baf3dfc551d,True,True,True,37,22
606,d22bc734-8400-a460-6bd3-00a5660b2515,True,True,True,54,28
607,51269c0c-005e-acce-35d2-d0dcccf8a0ff,True,True,True,21,12
608,e12f44f1-4542-444d-e470-dd40351feb8d,True,True,True,16,9
609,c76feff6-284a-1692-cc3c-ca10562c51f3,True,True,True,61,33
610,96cb7d51-a59e-a54d-6776-f94a1404457a,True,True,True,24,12
611,02cc39eb-bfb7-03b7-2ef0-bd230b43dfef,True,True,True,57,33
612,5196af03-e620-5c3b-ca0f-442cf2ed8b31,True,True,True,62,35
613,2a0be862-9049-4819-4541-a884655ba359,True,True,True,29,16
614,1c8f893b-acf7-c723-4a95-24e6ad3bf599,True,True,True,61,33
615,c4a76708-72f3-3167-29ea-b8d80190039f,True,True,True,65,37
616,8f81e391-7e84-eb12-9f73-fce5371eb15f,True,True,True,64,37
617,d79e4915-4a2e-6acd-6485-99fe6588d5d7,True,True,True,75,38
618,74b801e1-3570-3d5f-7074-047775555a14,True,True,True,74,39
619,79fc5ca1-11a4-bd0e-9abc-6ac7d8b2367b,True,True,True,62,30
620,65ab320e-9a34-e4d4-af35-b1124c677854,True,True,True,22,8
621,28867f0a-9d5b-42c8-360a-03e7856266d8,True,True,True,53,31
622,0ba2144e-866f-86fe-466e-dee04fb03fe5,True,True,True,70,38
623,5ecb5dfa-bcd0-46c8-8a83-24e14d3b1488,True,True,True,67,36
624,f34c2c17-d84e-1175-831a-a1a7e4bfa0a8,True,True,True,49,24
625,bb3c74ce-5a0e-5a38-5559-132ac8ee5533,True,True,True,13,7
626,035025c0-d31f-a917-bdaf-ec2b8aa1e6ae,True,True,True,19,11
627,156d8d7a-6111-69f1-c795-65faf543929d,True,True,True,68,42
628,e864804e-521b-f304-151f-f1c9300285b7,True,True,True,58,38
629,1a9823e0-ef24-71eb-cb3a-fc50f6bb8f52,True,True,True,20,11
630,976506ad-413a-e581-60eb-93a6832022ce,True,True,True,94,49
631,49c49f9d-3965-eab0-af20-33b4469de50f,True,True,True,10,5
632,5d06ed67-26ce-7afe-99f4-9451906a906e,True,True,True,71,36
633,8388efc6-e47c-105c-54d2-d78fc2e6883d,True,True,True,27,14
634,a67cb9f0-9a3a-f6b5-aa51-6cd641e447d6,True,True,True,66,36
635,691621bd-a60a-256a-3e46-1913423f898f,True,True,True,18,13
636,edb0dc28-7b87-1fb6-99ba-b63311d5bf53,True,True,True,19,11
637,fc07f3fe-9734-2e6d-41c0-2b00030132da,True,True,True,13,8
638,e306c9ad-0cbd-d23e-9477-2b938925730c,True,True,True,58,36
639,6a4ad545-6bc0-c975-2ed5-ef05491a3e88,True,True,True,59,39
640,35d204fc-00b8-650d-a00f-89978814cf53,True,True,True,66,37
641,5e67b43c-ce78-bb43-83fe-9db3f0ecbdbd,True,True,True,89,46
642,cf386f87-101c-6f65-513a-7aec24fcec9d,True,True,True,29,15
643,24f00874-6f63-8261-8657-1bf911883ce5,True,True,True,71,39
644,2babd939-bb8c-2612-d018-5b4661eb80a4,True,True,True,53,30
645,b5bb19f2-4037-416e-b6e5-04a7b1bb3e14,True,True,True,37,19
646,62e2232f-54f0-7ebd-7e83-b0bc4a4ab05e,True,True,True,20,9
647,f0912322-b45f-61dc-11fb-101e07879661,True,True,True,62,31
648,f21665f2-a227-d3c1-3555-894294e29182,True,True,True,41,24
649,d5d58968-70b5-a4c2-b4d9-ddca4f696f7a,True,True,True,15,7
650,f7423ab1-0d58-5d49-5878-a433192f4759,True,True,True,75,38
651,173172de-2de1-d7b6-24da-1dac069866cc,True,True,True,70,39
652,fe8916fe-68d6-670c-997b-652f8772b827,True,True,True,18,10
653,a6fa94a4-da34-2f4c-01ac-8547e5f8acfd,True,True,True,67,34
654,60bf7039-1e6a-787c-a43c-2fe4e5003695,True,True,True,58,28
655,43fb812d-8133-9f09-a3d3-5009b4f0a8c0,True,True,True,66,34
656,89dac7e7-8337-49fc-a7cb-e2450f73a0e5,True,True,True,60,34
657,d2c7ea6a-5aed-aeeb-7383-c0298a3acf4d,True,True,True,67,40
658,ad7d1832-9e93-42f6-5298-5be541fa9b0d,True,True,True,72,41
659,969bfeb8-d95b-6050-2801-de67cf2d21e9,True,True,True,63,38
660,2c1a8914-0c6f-5747-c62f-b97583970a9d,True,True,True,70,35
661,62451bf6-8566-26da-e607-8005451e3513,True,True,True,69,38
662,9ee4e379-ac39-395a-e08a-2a03336f6a2a,True,True,True,65,34
663,1ac31fa6-afa4-19cb-62d8-2a3837f670c0,True,True,True,57,26
664,b3f2023b-218a-27d0-9140-f58d40bba938,True,True,True,70,37
665,dee6b237-56a0-60e5-e60a-916351593adf,True,True,True,17,11
666,589e2aee-ef26-15b2-7fc0-b72dfa85ae98,True,True,True,72,28
667,46996288-1c1d-ae52-b67a-576a8e73952b,True,True,True,59,29
668,704bed49-b921-decd-6d42-bd190fb772d1,True,True,True,73,44
669,93978141-a09e-c4b6-dd54-5446abbf5a01,True,True,True,19,11
670,7f757ae4-5697-8021-7dfe-ff0eb4d97a48,True,True,True,9,6
671,582cc4cc-de50-5b11-a58a-f37099d399e4,True,True,True,32,16
672,82b965bf-4604-4a0b-7946-0aed22561122,True,True,True,13,9
673,4387855d-7094-d6ce-b24d-8e28fa1b4d70,True,True,True,60,31
674,b8388df2-049c-be66-3aef-8af0ae34ff9a,True,True,True,72,40
675,8d40c6f4-995a-dad1-3e87-360eb6bb5139,True,True,True,17,9
676,22372507-4ccd-0e0f-9e48-1dcb39b54340,True,True,True,69,33
677,46fdd2a5-7945-d272-c415-08d99c5be362,True,True,True,15,10
678,3ca4c648-6ee3-3f9d-66ab-c401f64729f3,True,True,True,71,39
679,62181c68-8a2c-6969-f4cd-633ea1bf9df9,True,True,True,13,8
680,b2b9d307-a91c-41a8-2817-92de162be8b5,True,True,True,58,30
681,bc9555b2-4255-83c9-ada9-b99215fefeec,True,True,True,72,39
682,250736df-814f-b6a4-7a73-221031355c3e,True,True,True,70,34
683,87b044ea-0a6d-e2ec-49d5-5b8462ad6c40,True,True,True,80,42
684,19613e5e-604b-4cac-203c-cd63df7d8bca,True,True,True,56,33
685,f09f9e4f-6704-d03f-209f-9af5facc51d4,True,True,True,38,18
686,9e20d377-3906-db98-ffea-177f457e26da,True,True,True,78,38
687,bc1a017d-a722-58f5-1760-4623797633d9,True,True,True,65,39
688,7b1c12ab-fa3e-739e-7792-6766e803968a,True,True,True,59,34
689,d4fceb5d-8a86-6206-966b-23c9cc674be5,True,True,True,28,14
690,e531272b-cdf6-5862-9400-1f439f03af13,True,True,True,40,26
691,07596639-acfe-b15b-1e47-f0e8b5807a33,True,True,True,88,39
692,9c019268-cffa-6fb2-65d7-186a821dd1a0,True,True,True,59,35
693,cf86c4ab-e21a-9466-8e52-8b7cd38061d1,True,True,True,71,39
694,8b7fa247-93d3-871f-ebb9-3f218a4e8116,True,True,True,67,31
695,aee6d504-131d-c7f2-4f0d-bd481b658118,True,True,True,80,38
696,db642afd-98b1-4eb8-d394-c5fa9a77ff9c,True,True,True,14,9
697,ee5c35d5-ae36-1f17-1486-333e90398997,True,True,True,68,38
698,3a0d357c-6da5-3af7-acbc-42dd45d87da0,True,True,True,59,35
699,29866a47-c308-6e11-902e-8db762785ad0,True,True,True,69,40
700,339e0592-e3a5-db75-60d2-aaa75d71e609,True,True,True,61,38
701,50a87d25-c3c5-d210-0e47-39c0c8c2f66f,True,True,True,72,40
702,a4b7806d-f129-4dbc-d3b9-7533ca65f93d,True,True,True,75,40
703,2188f761-92ba-8373-53bd-2b5924b2e605,True,True,True,68,35
704,f54ed619-a538-26f6-2263-f5bf7396becb,True,True,True,14,9
705,7dbed7c7-78a9-bdd4-97a9-c024b4829350,True,True,True,54,31
706,45030210-a909-0bf2-c445-ae7d73264e0d,True,True,True,73,35
707,a2f19007-e73a-5d3f-dfd9-51e0aa7800b4,True,True,True,62,33
708,45abcca1-dee6-607e-ff2a-4bfc7197eb45,True,True,True,61,36
709,e2e1c58d-b23f-f3b3-e1cb-ef6bea0be7fc,True,True,True,67,32
710,9b157ac1-e896-9ed7-3446-d9a342b72ea8,True,True,True,24,11
711,17fe24c4-6a17-8892-d9c2-90ecc36bff72,True,True,True,67,37
712,dc8c3be9-133b-38ba-2800-44cf16dbc060,True,True,True,69,38
713,712aa02f-21a4-108b-d25c-4499255448f0,True,True,True,63,31
714,b9686312-d0f1-77cd-2753-9523373786fc,True,True,True,63,40
715,1bccce4e-045f-32df-7962-8ff820a36a5a,True,True,True,20,14
716,d3bae2d0-0211-fa52-f4af-c72de0ab2247,True,True,True,18,9
717,a82f17b5-6ecd-91b2-c038-0958353b42ca,True,True,True,19,11
718,004a5d49-8e73-da42-7f04-7c5b1388306a,True,True,True,7,4
719,951a041f-12d5-6f0c-9494-2ff611d32f46,True,True,True,32,14
720,77bc984a-4621-70dd-9527-c724053a6961,True,True,True,16,11
721,c42848fb-954e-9146-9a99-2e953f0ed88e,True,True,True,56,35
722,1807d094-c29e-2bf8-dbbb-3bbba567d34f,True,True,True,49,28
723,7efba9f6-78b1-0d00-03f2-4f8d16fa4297,True,True,True,63,40
724,11519378-0408-b9fe-efa0-592e995766f1,True,True,True,25,11
725,20f0d729-42ea-e829-be72-8a17252d38c5,True,True,True,26,12
726,c73391f4-9995-0558-fac0-b3b6e92235c7,True,True,True,10,7
727,086978b2-e554-e5c7-ef76-d661345ca6c9,True,True,True,57,31
728,7d0b2f38-f47d-6c22-7ffd-1fe156d3919d,True,True,True,45,21
729,b597ec20-f5a5-baee-eba8-40ab1f7d5253,True,True,True,73,40
730,16a94355-1197-cc13-2aaa-0c90a4273381,True,True,True,73,36
731,4cb9577e-fa67-9701-8c7c-933d8b5ea92c,True,True,True,24,10
732,817777f1-e63a-fc09-ebc9-914bfb35864b,True,True,True,63,32
733,f9363905-d46f-065a-4395-da6ec70da7dd,True,True,True,32,17
734,089645fc-9f89-46a0-7b39-c3c1c140389c,True,True,True,72,39
735,b573fff2-9ce0-0e85-7d2e-5946d7225005,True,True,True,71,38
736,3196d91e-3ffe-5105-aa5b-4661a85e84ca,True,True,True,52,34
737,bbeb07f5-c695-488f-8bff-31f097d3d448,True,True,True,27,13
738,c8deca97-0209-428b-654e-c72757fa9023,True,True,True,78,39
739,da5a9d40-1898-6031-cc85-88a7270d1f0d,True,True,True,58,34
740,5394cb52-053d-2179-7f33-357eded858a0,True,True,True,24,15
741,fa1cf356-bd5b-f80d-fddd-7c3033b053d6,True,True,True,20,10
742,853e3a57-fec1-c43f-999d-0216aa9503e7,True,True,True,31,16
743,305fbde6-f483-a3d0-46f7-3da432c9b57e,True,True,True,17,10
744,d2044886-f09c-ce07-4761-d5faecc3ed3e,True,True,True,28,13
745,94f15a29-e074-89eb-9d0a-62f06ec637b8,True,True,True,65,36
746,ccdaa4f8-505a-40ee-5179-7416880a740d,True,True,True,61,33
747,ecae6e0e-8bad-483f-1e0b-552bc91199c4,True,True,True,66,35
748,e946b3da-966a-dcc7-2a7c-fc4e9d987a62,True,True,True,63,37
749,630dd2e4-7731-3252-c6d1-0043edf786dc,True,True,True,17,12
750,76993456-860f-1bdd-75b1-6fdf7ac8760a,True,True,True,76,40
751,40ee0cbe-83df-d57e-3333-bbc868250ab4,True,True,True,25,12
752,924b86d5-de68-087c-dfd0-55187760cf67,True,True,True,16,9
753,39bebd69-9f40-e927-fdf1-97e1bca82c42,True,True,True,38,16
754,28980541-16eb-4fa4-0300-2dda6af767d8,True,True,True,13,6
755,c1e40f88-e284-f3cc-e8e0-a8f0dbb52c0e,True,True,True,35,16
756,69639ce9-e093-bbc2-5d33-ed61b30329d2,True,True,True,75,46
757,78dbaaf6-55c8-8cc2-f985-02a48eccd34e,True,True,True,57,29
758,2eadea4e-63ff-59c8-b7e4-4952a26cc661,True,True,True,7,6
759,5dd8def8-9ca0-aabf-8a22-e919d4945632,True,False,True,61,30
760,43bb8e6d-d464-de2c-5039-4c6cbb9c187d,True,True,True,66,34
761,5401a3a0-2d02-6593-a306-20955bfa28fe,True,True,True,17,11
762,e3f9f4c9-d5b8-7f68-0326-2c0ce6e310c6,True,True,True,75,40
763,a57bcf74-505f-cba6-3556-0cb92a87f406,True,True,True,11,8
764,b756e381-9cbd-9931-d1c0-a89e01ea8fe8,True,True,True,61,29
765,00a8f680-5bd0-bac8-4c6b-e9efe272ed52,True,True,True,70,38
766,45ef9226-99ed-05a7-4ee3-049ba1f11356,True,True,True,69,36
767,a21bb8c0-79fe-42c0-63e1-36360574893d,True,True,True,18,13
768,170e8654-8dba-aebc-f2f1-1cbf6ffb40bc,True,True,True,72,38
769,5e7606c1-8c62-2409-0e9b-cf61c4cf94a4,True,True,True,59,36
770,273d8558-adce-ada2-f02a-0e140d5962f6,True,True,True,34,13
771,d380826a-e600-b92e-6c3e-d072d3c8078b,True,True,True,19,11
772,0c2b13f9-06e6-5bae-e1ba-6705f50088ae,True,True,True,63,34
773,4d5098bf-b594-a20a-4586-622e55beac0f,True,True,True,69,39
774,1e94620e-d78a-2ef7-bd53-886bc5b71494,True,True,True,67,35
775,64d2a4f8-3b38-2729-128b-a07bc241d812,True,True,True,18,11
776,5e3fa2f6-2313-6665-44a5-40dba35ac2cd,True,True,True,62,33
777,dc338a2a-119d-d267-e430-d2be79ede036,True,True,True,83,41
778,6ff4367d-dc95-be01-b519-8c31ed38ffc1,True,True,True,70,34
779,bcbe1c7a-f42a-da8e-1a75-4b2e8692e109,True,True,True,52,35
780,3a76da98-9490-6573-116c-2514152df9ac,True,True,True,49,28
781,d16d08e1-0335-db1e-8604-bbb416aac8bf,True,True,True,68,41
782,93e856eb-0cad-022b-dacf-5e2e3d0b6ced,True,True,True,73,39
783,3b5dd851-d18c-3541-3d0b-fb83fb15d547,True,True,True,73,40
784,3f5dbd72-7127-c4c4-a4ec-8c4278fd8e4b,True,True,True,19,9
785,2f29f2f4-9a90-cf3c-b4e3-99cec00cb964,True,True,True,72,38
786,5362af01-e47d-d219-6d9b-5354062585c8,True,True,True,57,33
787,012f0ddd-841b-77f7-b4f0-f79f0c2e771e,True,True,True,53,30
788,9e4aef49-34e0-bb8c-3233-95464561160b,True,True,True,71,37
789,df5d6891-1a0e-02f3-a7f5-2d72287ce32c,True,True,True,10,5
790,cee61d17-7e02-7b35-7657-83dccbcd24e9,True,True,True,82,45
791,901ba185-2129-2220-d07e-51f36cfff718,True,True,True,43,24
792,c75ab615-d7ac-629a-c706-502de1ffceba,True,True,True,31,13
793,37582f4a-157b-5bf6-90c6-3e142ea37621,True,True,True,67,36
794,551411c2-803d-494a-e35d-08f712bbfd70,True,True,True,47,18
795,83036a0e-a4d2-28ab-569d-606f3633233c,True,True,True,29,15
796,475a8b51-74eb-937c-36b6-e4e0b342bf70,True,True,True,17,8
797,ea114a7a-36d5-0dec-bacc-421a7e81e1d5,True,True,True,22,12
798,c7072fbd-e732-6855-7bf5-de671b495fd8,True,True,True,52,34
799,cff33603-cba7-3834-2164-dfab865b9ef6,True,True,True,59,38
800,a85d94b7-f4c5-91f3-31b3-f4d1fbeb70b6,True,True,True,73,38
801,3eb62098-c4ac-d959-2cb0-db74d179f510,True,True,True,55,32
802,3f0e6d92-67db-39cb-8ae3-80f0c5824e44,True,True,True,72,34
803,9c7cd573-9de9-3afa-5947-c660ccf57612,True,True,True,11,6
804,71da60d8-243e-b009-c19a-65b15a91a5b0,True,True,True,5,3
805,8d886758-f914-a39f-3699-de704eb46f76,True,True,True,65,39
806,d99a89df-1a02-4e0d-b841-456ab53c398d,True,True,True,58,31
807,571e39b8-2c94-49a7-8673-b26cf31be540,True,True,True,28,15
808,4fa725a8-8815-0796-348a-241753bd19df,True,True,True,73,37
809,25a14bf3-adef-70a1-8a00-01708eabe4e0,True,True,True,62,28
810,67d3b1ba-b67e-3e75-f677-faffc415da40,True,True,True,19,11
811,0a4b7986-46b9-b9da-9c61-3128e502ff63,True,False,True,69,36
812,91624336-b225-4c6c-70b0-10331e2aed2f,True,True,True,71,38
813,f2b15939-f627-978e-9570-fd535a3872a3,True,True,True,27,12
814,6acedc7d-76ce-570b-fc28-7faa73971860,True,True,True,9,5
815,0f38da97-1678-753f-1dde-77fc59249a14,True,True,True,64,42
816,a6987ba9-d0c2-5065-cb12-68d6c6b89912,True,True,True,50,36
817,7f99dd00-988a-23b8-7aa2-558528b6740b,True,True,True,57,29
818,e5d67e6c-ff0e-b9f1-c1d3-3c7391794253,True,True,True,54,31
819,396d6e5c-0e94-c4b6-922a-dab9dc8c7efd,True,True,True,41,22
820,feaece2c-f2a9-470c-4b3f-df31ad97bb96,True,True,True,17,10
821,08dbebb0-b99d-bd24-ad60-04112711f7f9,True,True,True,9,7
822,f969318b-f66a-f98e-4da7-ebb4bdb0f060,True,True,True,11,7
823,5589157a-23ef-c865-ae01-a592870c4528,True,True,True,65,39
824,d7799431-4883-fda0-c11f-b5ee6b7e3f64,True,True,True,59,35
825,22b09731-036b-00e4-66b6-d26d490209ea,True,True,True,19,9
826,d1446578-cf16-a5cc-ea7e-e70a4be4920c,True,True,True,77,43
827,6f931207-b5f6-c388-cb8e-d46d6b2ba8ff,True,True,True,80,40
828,9f71bf47-5554-541a-0f36-fc6c9632e721,True,True,True,76,43
829,81717bc0-1ac9-f72e-1c41-da7db7b0dcb8,True,False,True,74,37
830,93784921-0769-176f-9403-6866c4a3199e,True,True,True,24,10
831,f0afeea7-dfda-9260-3c59-a10cd1bc0ce8,True,True,True,67,35
832,277c6622-a449-784d-fcd9-03567c407e34,True,True,True,15,8
833,38e8ab03-166b-e9c7-4aaa-821ae3f26d1b,True,True,True,70,39
834,cf105e74-17a9-b10e-136e-9f372c5b56e2,True,True,True,12,6
